elementId,actId,text,sectionNumber,sectionName,regId
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529522,Personal Property Security Act,"1 subject to section 7 ,  a if the parties to a security agreement that creates a security interest in goods in one jurisdiction understand at the time the security interest attaches that the goods will be kept in another jurisdiction ,  and b if the goods are removed to the other jurisdiction ,  for purposes other than transportation through the other jurisdiction ,  not later than 30 days after the security interest attaches ,  the validity ,  the perfection ,  the effect of perfection or non - perfection and the priority of the security interest is governed by the law of the other jurisdiction .  2 if the goods are removed out of british columbia ,  but are later brought into british columbia ,  the security interest in the goods is deemed to be a security interest to which section 5  ( 3 )  applies if it was perfected under the law of the jurisdiction to which the goods were removed .",6,Law applicable: parties intend goods to be removed from jurisdiction,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529531,Personal Property Security Act,"debtor is located when the security interest attaches .  3 if the debtor relocates to another jurisdiction or transfers an interest in the collateral to a person located in another jurisdiction ,  a security interest perfected in accordance with the law applicable as provided in subsection  ( 2 )  remains perfected in british columbia if it is perfected in the other jurisdiction a not later than 60 days after the day the debtor relocates or transfers an interest in the collateral to a person located in the other jurisdiction ,  b not later than 15 days after the day the secured party has knowledge that the debtor has relocated or has transferred an interest in the collateral to a person located in the other jurisdiction ,  or c before the date that perfection ceases under the law of the first jurisdiction ,  whichever is the earliest .  4 if the law governing the perfection of a security interest referred to in subsection  ( 2 )  or  ( 3 )  does not provide for public registration or recording of the security interest or a notice relating to it and the collateral is not in the possession of the secured party ,  the security interest is subordinate to a an interest in an account payable in british columbia ,  or b an interest in goods ,  an instrument ,  a negotiable document of title ,  money or chattel",7,"Law applicable: mobile goods, intangibles, etc.",
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529542,Provincial Sales Tax Act,"1 tax payable under section 69  ( 1 )  for a vehicle licence period in respect of a vehicle must be paid as follows :  a if the vehicle is licensed in british columbia ,  the tax must be paid to the government ,  by paying the tax to the insurance corporation of british columbia ,  at the time that the vehicle is licensed for that vehicle licence period ;  b in any other case ,  unless paid earlier under subsection  ( 2 )  ,  the tax must be paid to the government on or before the last day of the month after the month in which the vehicle first enters british columbia in that vehicle licence period .  2 if the vehicle in respect of which tax is payable under this division is licensed in a prescribed jurisdiction outside british columbia ,  the tax may be paid ,  by paying the tax to the prescribed jurisdiction ,  at the time that the vehicle is licensed in that jurisdiction for that vehicle licence period .",70,When tax under section 69 must be paid,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531461,Business Corporations Act,"1 section 377 of the act does not apply in respect of a foreign entity .  2 an extraprovincial company is exempt from section 380 of the act and items 2 ,  4 ,  5 and 15 of the schedule to the act .  3 sections 379  ( 3 )  and  ( 5 )  and 422  ( 1 )   ( a )  of the act do not apply in respect of an extraprovincial company .  4 sections 381 to 383 ,  389 ,  391 ,  393 and 395 ,  insofar as they refer to a form established by the registrar ,  do not apply to a foreign entity or an extraprovincial company from a designated jurisdiction .  5 item 13 of the schedule to the act ,  insofar as it refers to assumed names ,  does not apply to a foreign entity or an extraprovincial company from a designated jurisdiction .",3,Exemption and disapplication,Extraprovincial Companies and Foreign Entities from a Designated Province Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531536,Business Corporations Act and Financial Institutions Act,"an unlimited liability corporation under the business corporations act  ( alberta )  must not be continued into british columbia as an unlimited liability company unless there is provided to the registrar ,  in addition to the records required under section 302 of the act ,  a an affidavit of a director of the corporation stating that the director believes and has reasonable grounds for believing that i the corporation is ,  and the continued unlimited liability company will be ,  able to pay its liabilities as they become due ,  and ii the realizable value of the continued unlimited liability company ' s assets will not be less than the aggregate of its liabilities ,  or b an order approving the continuation from a court of competent jurisdiction in alberta .   [ en .  b . c .  reg .  312 / 2007 ,  s .  5 .  ]",23.1,Restrictions on continuations of foreign unlimited liability corporations,Business Corporations Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531778,Financial Institutions Act,"for the purposes of section 67  ( 1 )  of the act ,  an extraprovincial trust corporation authorized to carry on deposit business ,  an extraprovincial credit union and an extraprovincial insurance corporation have the minimum adequate liquid assets if the amount of each one ' s liquid assets constitutes adequate liquid assets for that trust corporation ,  credit union or insurance corporation under the laws of its primary jurisdiction as defined in section 157 of the act .  [ en .  b . c .  reg .  572 / 2004 ,  s .  6 .  ]",5.1,Liquidity requirement — extraprovincial corporations,Liquidity Requirement Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531940,Financial Institutions Act,"1 in this regulation :  act means the financial institutions act ;  share does not include a non - equity share of a credit union .  2 for the purposes of sections 2 to 6 ,  financial institution includes an extra - provincial trust corporation authorized to carry on deposit business whose primary jurisdiction ,  as defined in section 157 of the act ,  is not canada or a province designated under section 158  ( 5 )  of the act .   [ am .  b . c .  regs .  427 / 93 ,  s .  1 ;  565 / 2004 ,  s .  1 .  ]",1,Interpretation,Capital Requirements Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531977,Financial Institutions Act,"the amount that under section 67  ( 1 )  of the act constitutes a minimum adequate capital base of an extraprovincial corporation whose primary jurisdiction ,  as defined in section 157 of the act ,  is canada or a province designated under section 158  ( 5 )  of the act ,  is the amount that constitutes an adequate capital base of that corporation under the laws of its primary jurisdiction .  [ en .  b . c .  reg .  565 / 2004 ,  s .  3 .  ]",7,Capital base adequacy — extraprovincial corporations — designated jurisdictions,Capital Requirements Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:508171,Motor Vehicle Act,",  exempt from the requirements to register or license the motor vehicle or trailer under this act .  4 on receipt of the notice in the form required by the insurance corporation of british columbia and proof of financial responsibility ,  and on being satisfied of the truth of the facts stated in the notice ,  the corporation must cause to be issued to the owner a certificate of registration in the form established by the corporation ,  together with a windshield sticker of a design approved by the corporation .  5 the motor vehicle or trailer ,  with the sticker conspicuously displayed on the lower part of its windshield in the case of a motor vehicle other than a motorcycle ,  while being used by the owner within british columbia for the purpose mentioned in subsection  ( 2 )  during the period named in the certificate is deemed sufficiently registered and licensed for the purposes of this act .  6 a motor vehicle or trailer is not ,  merely because of compliance with this section ,  deemed to be sufficiently registered and licensed for the purposes of this act for a longer period than that allowed by the law of the owner ' s place of residence for the operation there without local registration or licence of touring motor vehicles and trailers registered and licensed in british columbia ,  but this subsection does not apply to permits issued under subsection  ( 2 )  .  7 a",21,Registration of foreign motor vehicles and trailers,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:532001,Financial Institutions Act,"means a repealed .   [ b . c .  reg .  565 / 2004 ,  s .  9  ( b )  .  ]  b a credit union ,  c a bank ,  d a corporation that is a subsidiary of a bank and is a loan company to which the trust and loan companies act  ( canada )  applies ,  e an extraprovincial trust corporation that is authorized to carry on deposit business ,  f either of the following as defined in the cooperative credit associations act  ( canada )  :  a cooperative credit society ;  an association ,  g a corporation incorporated under the laws of another province as a credit union or as a caisse populaire ,  or h a deposit taking institution in a foreign jurisdiction approved by the superintendent ;  farm mortgage means a loan secured by a mortgage on farm land ,  owned by an individual who is a farmer whose residence is on the land ;  oecd country means a country that is a signatory to the convention on the organization for economic cooperation and development signed in paris on december 14 ,  1960 ,  as amended from time to time ;  residential mortgage means a loan to an individual secured by a mortgage on land or on the lessee ' s interest in a lease of land on which land ,  in either case ,  there are one or more buildings that are used or",14,Assets to be risk-weighted in determining capital adequacy,Capital Requirements Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:548494,Motor Dealer Act,"a motor dealer must ensure that in every written representation in the form of a sale or purchase agreement respecting the motor dealer ' s offering to sell or selling a motor vehicle the motor dealer discloses ,  to the best of that motor dealer ' s knowledge and belief ,  the following :  a whether the motor vehicle has been used i as a taxi operated under a passenger directed vehicle authorization under the passenger transportation act ,  ii as a police or emergency vehicle ,  or iii in organized racing ;  b whether the motor vehicle has i in the case of a new motor vehicle ,  sustained damage requiring repairs costing more than 20 %  of the asking price of the motor vehicle ,  or ii in the case of a used motor vehicle ,  sustained damages requiring repairs costing more than  $ 2 000 ;  c whether the motor vehicle has been used as a lease or rental vehicle ;  d whether a used motor vehicle has been brought into the province specifically for the purpose of sale ;  e whether the odometer of the motor vehicle accurately records the true distance travelled by the motor vehicle .   [ am .  b . c .  regs .  363 / 84 ;  271 / 2019 ,  s .  8 .  ]",23,Material facts,Motor Dealer Act Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:533967,Pharmaceutical Services Act,",  ocular prosthesis provider ,  orthosis provider and any other sub - classes established by the minister ;  college of pharmacists bylaws means those bylaws of the college of pharmacists of british columbia made under the authority of the health professions act ;  extrajurisdictional applicant or extrajurisdictional provider means an applicant or a provider ,  as applicable ,  having as the subject of the person ' s application or enrolment a site outside british columbia but inside canada ;  first nations health authority means the first nations health authority ,  a society under the societies act ;  fnhb program means the first nations health benefits program delivered through the first nations health authority for the purpose of providing ,  to first nations individuals who are residents of british columbia ,  financial assistance for health - related goods and services ;  governing body means the following ,  as applicable :  a the college of pharmacists of british columbia ;  b a body ,  in another province or territory or in a foreign jurisdiction ,  that regulates the practice of pharmacy in that other province ,  territory or foreign jurisdiction ;  identity number means the identity number referred to in section 15  [ identity numbers ]  of the act ;  information or billing contravention means a contravention of any of the",1,Definitions,Provider Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:534006,Pharmaceutical Services Act,"1 subject to this section ,  the minister may waive or modify one or more requirements ,  limits or conditions set under any of sections 2 to 4 ,  7 to 9 ,  12  ( a )  ,  13 and 19 .  2 a waiver or modification must be for one or more of the following reasons :  a in the case of an extrajurisdictional applicant or provider ,  to apply equivalent requirements ,  limits or conditions ,  or to substitute different requirements ,  limits or conditions ,  from the province or territory in which the site that is the subject of the applicant ' s application is located ;  b in any case ,  i if complying with the requirement ,  limit or condition would not be reasonably practical in the circumstances ,  or ii if the minister is of the opinion that the waiver or modification would be in the public interest for any reason .  3 a waiver or modification a may be in respect of a person or class of persons ,  and b must be in writing .   [ am .  b . c .  reg .  113 / 2020 .  ]",20,"Changes to requirements, limits or conditions",Provider Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:535425,Real Estate Services Act,"1 a licensee must not pay ,  offer to pay or agree or allow to be paid remuneration to a person in relation to real estate services if the person is required to be licensed in relation to those services but is not licensed .  2 subsection  ( 1 )  does not prohibit a brokerage from paying remuneration to a person who is licensed or otherwise authorized ,  under the laws of a jurisdiction other than british columbia ,  to provide equivalent real estate services in the other jurisdiction .",66,Payment to unlicensed persons prohibited,Real Estate Services Rules
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:541823,Building Act,"for the purposes of section 11  ( 2 )   ( b )  of the act ,  the registrar may recognize an extraprovincial building credential and classify the holder of the extraprovincial building credential into a class of building officials if satisfied that the credential a is valid in the extraprovincial jurisdiction ,  b is held by a person who is not subject to any sanctions in the extra - provincial jurisdiction in relation to the credential ,  and c evidences that the holder is qualified to perform the work of a building official in that class .   [ en .  b . c .  reg .  52 / 2017 ,  app .  1 ,  s .  4 .  ]",12,Recognition of extraprovincial building credentials,Building Act General Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:553475,Pharmaceutical Services Act,"1 if ,  under subsection  ( 2 )  of this section ,  this subsection applies to an lca category established under section 3  ( 1 )   ( a )  ,  the minister may designate an lca drug comparator for the category as follows :  a by adopting as the lca drug comparator a brand drug that is used by another jurisdiction of canada as the reference drug to determine prices for a category of drugs ,  established in that jurisdiction ,  that is similar to the lca category ;  b if the brand drug referred to in paragraph  ( a )  of this subsection is not on a formulary of british columbia ,  or for any other reason ,  in accordance with section 3  ( 2 )   ( a )  to  ( c )  ,  as applicable .  2 subsection  ( 1 )  applies to an lca category as follows :  a if the lca category is established before april 1 ,  2014 and has no generic drug inclusions or exclusions before april 1 ,  2019 ,  subsection  ( 1 )  applies as of the date of the first generic drug inclusion or exclusion that occurs on or after april 1 ,  2019 ;  b if the lca category is established i before april 1 ,  2014 but has a generic drug inclusion or exclusion on or after april 1 ,  2014 but before",3.01,LCA drug comparators may be adopted from other jurisdictions,Drug Price Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:554314,Insurance (Vehicle) Act,"1 in this section :  excepted vehicle means a vehicle owned ,  leased or operated by canada or the government of another province ,  territory or state in relation to which no agreement under section 1 . 01  ( 2 )  of the act applies ;  memorial grant program for first responders means the memorial grant program for first responders as defined in section 1  ( 1 )  of the insurance  ( vehicle )  regulation ;  provided includes paid or payable ,  or provided or to be provided in kind ,  directly or indirectly ,  whether or not as a result of a right of indemnity .  2 for the purposes of section 122  ( 1 )   ( b )  of the act ,  the following compensation plans are prescribed to the extent that other compensation provided under the plan is similar to benefits provided under part 10 of the act :  a the canada pension plan ,  the qubec pension plan or a similar plan in another jurisdiction ;  b a medical ,  surgical ,  dental ,  hospital or similar plan in british columbia or in a jurisdiction outside british columbia ;  c a compensation plan that is part of the terms and conditions of employment or an agreement for collective bargaining .  3 for the purposes of section 122  ( 1 )   ( c )  of the act ,  insurance wherever issued and in effect ,  other than vehicle insurance ,  is a",18,Other sources,Enhanced Accident Benefits Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:546523,Hospital Insurance Act,"where a beneficiary receives a service outside the province that would have been eligible under a section 5 . 5 if received in the province ,  the beneficiary shall ,  subject to this division ,  be entitled ,  where the treatment is provided in a participating province ,  to have payment made on the beneficiary ' s behalf by the government at the rate approved by the appropriate provincial authority ,  or b section 5 . 6 if received in the province ,  the beneficiary shall ,  subject to this division ,  be entitled ,  where the treatment is provided i in a participating province ,  to have payment made on the beneficiary ' s behalf by the government at the rate approved by the appropriate provincial authority ,  or ii elsewhere than in a participating province ,  to be reimbursed or to have payment made on the beneficiary ' s behalf in an amount not exceeding the rate approved for the service in an equivalent facility in the province .   [ en .  b . c .  reg .  134 / 87 ,  s .  3 ;  am .  b . c .  regs .  59 / 99 ,  ss .  6 and 7 ;  76 / 2022 ,  ss .  6 and 7 .  ]",6.9,If service outside Province would have been eligible in the Province,Hospital Insurance Act Regulations
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:546522,Hospital Insurance Act,"subject to the provisions of sections 6 . 2 ,  6 . 5 and 6 . 7 ,  where a beneficiary receives any of the benefits prescribed in section 5 . 17 as an out - patient in a hospital or other approved facility outside british columbia ,  the beneficiary shall be entitled to have payment made on the beneficiary ' s behalf by the government ,  as follows : where the treatment is provided a in a participating province ,  the payments to be made on behalf of a beneficiary shall be the rate approved by the appropriate provincial authority ,  or b elsewhere than in a participating province ,  the payment to be made on behalf of a beneficiary shall be a sum that is not greater than the rate approved for an equivalent facility in the province .   [ en .  b . c .  reg .  534 / 76 ;  am .  b . c .  regs .  245 / 80 ,  s .  3 ;  22 / 81 ;  59 / 99 ,  s .  5 ;  76 / 2022 ,  ss .  6 and 7 .  ]",6.8,Out-patient benefits outside Province,Hospital Insurance Act Regulations
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:499251,Building Act,"1 in order to be qualified as a building official ,  a person must a meet the following qualification requirements :  i pass one or more qualifying exams specified by the minister ;  ii satisfy requirements ,  specified by the minister ,  respecting continuing professional development ;  iii be a member in good standing of a prescribed professional association ;  iv any additional qualification requirements prescribed by regulation ,  b be entered in the register as a qualified building official ,  and c not be suspended under part 5  [ administrative penalties ]  .  2 for the purposes of this section ,  the minister may ,  by regulation ,  a establish different scopes of practice and different classes of building officials by scope of practice ,  and b provide for the recognition of extraprovincial building credentials and the classification of holders of extraprovincial building credentials into the different classes of building officials .  3 for the purposes of this section ,  the minister may a specify different qualifying exams under subsection  ( 1 )   ( a )   ( i )  ,  held by the minister or any other person ,  i for different scopes of practice ,  and ii for persons in different classes of building officials who hold different extraprovincial building credentials ,  b specify different requirements under subsection  ( 1 )   ( a )   ( ii )  for different classes of building officials ,  including ,  without limitation",11,Qualification as building official,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540102,Enforcement of Canadian Judgments and Decrees Act,"1 in this section ,  additional costs ,  compliance panel ,  monetary penalty ,  presiding body and tariff costs have the same meaning as in article 1041 of the cfta .  2 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a an order for tariff costs made by a presiding body ;  b an order for additional costs made by a compliance panel ;  c an order for a monetary penalty made by a compliance panel .",6,CFTA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493577,Enforcement of Canadian Judgments and Decrees Act,"of a province or territory of canada other than british columbia ,  b under which a person is required to do or not do an act or thing ,  or c that declares rights ,  obligations or status in relation to a person or thing ,  and ,  subject to section 1 . 1 ,  includes a domestic trade agreement award ,  but does not include a judgment ,  decree or order that d is for maintenance or support ,  including an order enforceable under the family maintenance enforcement act ,  e is for the payment of money as a penalty or fine for committing an offence ,  f relates to the care ,  control or welfare of a minor ,  except in the case of a canadian civil protection order ,  g is made by a tribunal of a province or territory of canada other than british columbia ,  whether or not it is enforceable as an order of the superior court of unlimited trial jurisdiction of that province or territory ,  to the extent that it provides for relief other than the payment of money ,  or h relates to the granting of probate or issuing a grant of administration or the administration of the estate of a deceased person ;  domestic trade agreement means a the ait ,  b the nwpta ,  c the tilma ,  or d a prescribed trade agreement ;  domestic trade agreement award means a an ait award ,",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493578,Enforcement of Canadian Judgments and Decrees Act,"of administration or the administration of the estate of a deceased person ;  domestic trade agreement means a the ait ,  b the nwpta ,  c the tilma ,  or d a prescribed trade agreement ;  domestic trade agreement award means a an ait award ,  b a nwpta award ,  c a tilma award ,  or d a prescribed award under a prescribed trade agreement ;  enforcement includes requiring that a canadian judgment be recognized by any person or authority ,  whether or not further relief is sought ;  enforcing party means ,  a in the case of a canadian judgment that is not a domestic trade agreement award ,  a person entitled to enforce the canadian judgment in the province or territory of canada where the canadian judgment was made ,  or b in the case of a canadian judgment that is a domestic trade agreement award ,  a person in whose favour the canadian judgment was made ;  nwpta means the new west partnership trade agreement entered into by the governments of british columbia ,  alberta and saskatchewan on april 30 ,  2010 and includes amendments to the agreement ;  nwpta award means a a monetary award within the meaning of article 29  ( 7 )  of the nwpta if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493582,Enforcement of Canadian Judgments and Decrees Act,"of an ait award ,  a reference to a member of the presiding body that made the ait award ,  ii in the case of a nwpta award ,  a reference to a member of the nwpta panel that made the nwpta award ,  iii in the case of a tilma award ,  a reference to a member of the tilma panel that made the tilma award ,  or iv in the case of an award referred to in paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in subsection  ( 1 )  ,  a reference to the person ,  or to a member of the panel or other body ,  that made the award ,  b  [ repealed 2012 - 11 - 4 .  ]  c a reference in sections 6  ( 1 )  and  ( 3 )   ( a )  and  ( c )  and 10  ( a )  and  ( b )  to a proceeding is deemed to be a reference to the proceedings that led to the domestic trade agreement award ,  and d a reference in section 6  ( 3 )   ( a )  and  ( b )  to the judge ,  court or tribunal that made the canadian judgment is deemed to be ,  i in the case of an ait award ,  a reference to the presiding body that made the ait award ,  ii in the case of a",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493583,Enforcement of Canadian Judgments and Decrees Act,"and  ( b )  to the judge ,  court or tribunal that made the canadian judgment is deemed to be ,  i in the case of an ait award ,  a reference to the presiding body that made the ait award ,  ii in the case of a nwpta award ,  a reference to the nwpta panel that made the nwpta award ,  iii in the case of a tilma award ,  a reference to the tilma panel that made the tilma award ,  or iv in the case of an award referred to in paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in subsection  ( 1 )  of this section ,  a reference to the person ,  panel or other body that made the award .",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493588,Enforcement of Canadian Judgments and Decrees Act,"subject to sections 5 and 6 ,  a registered canadian judgment ,  a subject to paragraph  ( b )  ,  may be enforced in british columbia as if it were an order or judgment of ,  and entered in ,  the supreme court ,  or b in the case of a registered canadian judgment that is a domestic trade agreement award ,  may be enforced in british columbia as if it were an order or judgment of ,  and entered in ,  the supreme court ,  but only if and to the extent that that enforcement or entry is not restricted by the applicable domestic trade agreement .",4,Effect of registration,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540098,Enforcement of Canadian Judgments and Decrees Act,"1 in this section ,  bpma award means any of the following awards issued under part iv of the nwpta ,  as that part applies to the bpma :  a a monetary award within the meaning of article 29  ( 7 )  of the nwpta ;  b an award for costs within the meaning of article 32  ( 1 )  of the nwpta .  2 in this section ,  a reference to a provision of the nwpta is a reference to the provision as it applies to the bpma .  3 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a a bpma award if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ;  b a bpma award if i a judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should be neither set aside nor remitted to a nwpta panel ;  c if a judicial review of a bpma award has been requested under article 31  ( 1 )",4,BPMA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540095,Enforcement of Canadian Judgments and Decrees Act,"1 in this section :  award for costs means an award for costs within the meaning of article 32  ( 1 )  of the nwpta ;  cost award means a cost award within the meaning of article 38  ( 6 )   ( d )  of the nwpta ;  recoupment award means a recoupment award within the meaning of article 38  ( 6 )   ( d )  of the nwpta .  2 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a an award for costs if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ;  b an award for costs if i a judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should be neither set aside nor remitted to a nwpta panel ;  c if a judicial review of an award for costs has been requested under article 31  ( 1 )  of the nwpta and the judicial review court remits the award to a nwpta panel ,",3,NWPTA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540101,Enforcement of Canadian Judgments and Decrees Act,"those agreements .  2 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a a bpm award if no judicial review has been requested in relation to that award under article 9  ( 1 )  of the bpm within the 15 day period referred to in that article ;  b a bpm award if i a judicial review has been requested in relation to that award under article 9  ( 1 )  of the bpm within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should be neither set aside nor remitted to the arbiter ;  c if a judicial review of a bpm award has been requested under article 9  ( 1 )  of the bpm and the judicial review court remits the award to an arbiter ,  the bpm award as confirmed or amended by the arbiter .",5,BPM awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:545496,Farming and Fishing Industries Development Act,"1 the applicable levy is immediately payable on the occurrence of each of the following events :  a the sale of cattle in british columbia ;  b the slaughter of cattle in british columbia .  2 the applicable levy ,  in addition to the levy under subsection  ( 1 )  ,  is immediately payable on the occurrence of an event described in that subsection if the cattle are cattle with horns .  3 the applicable levy is immediately payable on the shipment of cattle with horns to a destination outside british columbia .   [ en .  b . c .  reg .  376 / 2003 ,  s .  2 .  ]",3,Payment of levies,Cattle Industry Development Council Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503584,Financial Institutions Act,"the lieutenant governor in council may have regard to whether a legislation similar to this act has been enacted by the legislature of the province concerned ,  and b the province concerned has adequate administrative ,  inspection ,  audit and compliance procedures and is adequately applying those procedures .  6 nothing in this division affects the applicability to an extraprovincial corporation of a provision that is contained in any other section of this act or in the regulations or the rules made by the authority and that is of a specific application to an extraprovincial corporation ,  or b general application .",158,Application of this Division,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:515727,Off-Road Vehicle Act,"subject to the regulations ,  a person must not use or operate ,  or authorize or permit another person to use or operate ,  an off - road vehicle on crown land or prescribed private land unless one of the following applies :  a the off - road vehicle is registered with the insurance corporation of british columbia under this act ;  b the off - road vehicle is registered and licensed under the motor vehicle act or the commercial transport act ;  c the off - road vehicle i is registered or licensed in a jurisdiction other than british columbia ,  and ii has displayed on it ,  in the manner prescribed ,  the number plate ,  decal or sticker issued by that jurisdiction in respect of the registration or licensing of the off - road vehicle ;  d  [ not in force .  ]",14,Operation prohibited without registration or permit,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:513966,Animal Health Act,"public health in relation to diseases that are or may be transmissible from animals to humans ,  or emergency planning ;  j respecting the participation by british columbia in extrajurisdictional traceability systems or extrajurisdictional traceability programs ;  k authorizing the collection ,  use and disclosure of information contained in the assessment roll ,  as that term is defined in the assessment act ,  for the purposes of a traceability system or traceability program ;  l despite section 22  ( 4 )  ,  permitting ,  with or without conditions ,  a person responsible for a class of traceable animals or traceable items ,  or for a class of places ,  vehicles or things that are subject to a traceability program ,  to meet a requirement under this act in respect of a group of traceable animals ,  traceable items ,  places ,  vehicles or things rather than in respect of each traceable animal ,  traceable item ,  place ,  vehicle or thing .",96,Regulations respecting reporting,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:515727,Off-Road Vehicle Act,"subject to the regulations ,  a person must not use or operate ,  or authorize or permit another person to use or operate ,  an off - road vehicle on crown land or prescribed private land unless one of the following applies :  a the off - road vehicle is registered with the insurance corporation of british columbia under this act ;  b the off - road vehicle is registered and licensed under the motor vehicle act or the commercial transport act ;  c the off - road vehicle i is registered or licensed in a jurisdiction other than british columbia ,  and ii has displayed on it ,  in the manner prescribed ,  the number plate ,  decal or sticker issued by that jurisdiction in respect of the registration or licensing of the off - road vehicle ;  d  [ not in force .  ]",14,Operation prohibited without registration or permit,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:547603,Greenhouse Gas Industrial Reporting and Control Act,"100 - year time horizon global warming potential as set out in column 4 of the schedule to the carbon neutral government regulation .  4 the carbon dioxide equivalent of one or more greenhouse gases is the sum of the carbon dioxide equivalent of each greenhouse gas .  5 for the purposes of the definition of  "" industrial operation ""  in the act ,  the activity of importing into british columbia electricity generated at an electricity generating facility located outside british columbia is a prescribed activity .  5 . 1 for the purposes of the definition of  "" new entrant period ""  in the act ,  a new entrant period ,  in relation to an industrial operation that has been designated under section 20 . 2  ( 2 )  of the act as a new entrant ,  means the period set out in section 41 . 10 of this regulation in relation to the operation .  6 for the purposes of the definition of  "" operator ""  in the act ,  the operator ,  in relation to an industrial operation ,  means a the person or persons who own the industrial operation ,  and b the person or persons who control and direct the industrial operation ,  and ,  if there is a change in the operator of an operation between the last date of a reporting period or compliance period and the date the emission report or compliance report for the applicable period is due",1,Definitions and interpretation,Greenhouse Gas Emission Reporting Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:552627,Arbitration Act,"the bpma ,  section 58  ( 1 )   ( c )  and  ( f )  to  ( i )  of the act applies to a a panel report considered final under article 27  ( 16 )  or  ( 17 )  of the nwpta ,  or b a compliance report issued under article 29  ( 6 )  of the nwpta .  4 for the purposes of article 31 of the nwpta ,  section 58  ( 1 )   ( c )  and  ( f )  to  ( i )  of the act applies to a a panel report considered final under article 27  ( 16 )  or  ( 17 )  of the nwpta ,  or b a compliance report issued under article 29  ( 6 )  of the nwpta .  5 for the purposes of article 31 of the tilma ,  section 58  ( 1 )   ( c )  and  ( f )  to  ( i )  of the act applies to a compliance report that has awarded a monetary award under article 29  ( 7 )  .  6 section 70  [ transition ]  of the act applies for the purposes of this section .",4,Exceptions in relation to prescribed agreements,Arbitration Regulation
